编号|歌名|歌手|语别|类别|拼音|字数|笔画|新歌|版本|原唱音轨|音量|点击率|时长
70850125|滚|梁汉文/杨千嬅|2|4|G|1|4|0|1|1|5660|0|00:00
70850315|DIVA(演)|林忆莲|2|1|D|1|0|0|1|1|4444|0|00:00
70850680|CL411(演)|林一峰|2|1|C|1|0|0|1|0|4535|0|00:00
70850701|ELAINE(演)|谭咏麟|2|1|E|1|0|0|1|1|4545|0|00:00
70851021|FAITHFULLY(演)|梅艳芳|2|1|F|1|0|0|1|1|4745|0|00:00
70851867|变(演)|彭羚|2|1|B|1|4|0|1|1|4644|0|00:00
70851887|滚(演)|梁汉文/杨千嬅|2|4|G|1|4|0|1|1|4756|1|00:00
70852012|火|谢文雅|2|1|H|1|4|0|1|1|4046|0|00:00
70852038|红(演)|叶德娴|2|1|H|1|5|0|1|0|4534|0|00:00
70852343|等(演)|张学友|2|1|D|1|3|0|1|1|5248|0|00:00
70852399|FAMILY|萧贺硕|1|1|F|1|0|0|1|1|4844|0|00:00
70852417|ARIGATOU|郑秀文|2|1|A|1|0|0|1|1|4546|0|00:00
70852563|飞|王菲|1|1|F|1|5|0|1|1|4440|0|00:00
70852634|烦|潘辰|1|1|F|1|4|0|1|1|5646|0|00:00
70852920|伴|黄小琥|1|1|B|1|3|0|1|1|4654|0|00:00
70853194|KISS|至上励合|1|1|K|1|0|0|1|1|3937|0|00:00
70853379|猜|斯琴高丽/顾峰|1|4|C|1|3|0|1|1|4035|1|00:00
70853450|2008|杨坤|1|1|E|1|0|0|1|1|4749|0|00:00
70853452|8282|DAVICHI|6|1|0|1|0|0|1|1|4646|0|00:00
70853484|Abracadabra|BROWN EYED GIRLS|6|1|A|1|0|0|1|1|3839|0|00:00
70853496|Amani(演)|黄家强|2|1|A|1|0|0|1|1|4546|0|00:00
70853498|Amen(演)|戴佩妮|1|1|A|1|0|0|1|1|5258|0|00:00
70853501|Angel|陶喆|1|1|A|1|0|0|1|1|5248|0|00:00
70853502|Angel|NATASHA BEDINGFIELD|4|1|A|1|0|0|1|1|4243|0|00:00
70853503|Angel|WESTLIFE|4|1|A|1|0|0|1|1|4852|0|00:00
70853513|Apologize|Timbaland|4|1|A|1|0|0|1|1|4844|0|00:00
70853529|ABC|欧阳靖|2|1|A|1|0|0|1|0|4539|0|00:00
70853537|Π|陈升|1|1|0|1|0|0|1|1|4847|0|00:00
70853557|ABC(演)|草蜢|2|1|A|1|0|0|1|1|4344|0|00:00
70853786|FOREVER|周蕙|1|1|F|1|0|0|1|1|3943|0|00:00
70853830|AMOUR|梁咏琪|1|1|A|1|0|0|1|1|4740|0|00:00
70853885|ANDY|阿杜|1|1|A|1|0|0|1|1|4437|0|00:00
70853891|爱|许巍|1|1|A|1|3|0|1|1|4752|0|00:00
70853895|佢|SOLER|2|1|J|1|3|0|1|1|3537|0|00:00
70853904|JAMBALAYA|CARPENTERS|4|1|J|1|0|0|1|1|4743|0|00:00
70853917|AMAZING|WESTLIFE|4|1|A|1|0|0|1|1|4338|0|00:00
70854031|BINGO|TWINS|4|1|B|1|0|0|1|1|4444|0|00:00
70854242|菊|关喆|1|1|J|1|1|0|1|1|4742|0|00:00
70854493|海阔天空(演)|BEYOND|2|1|HKTK|4|4414|0|1|1|4044|2|00:00
70854612|HONEY|郭书瑶|1|1|H|1|0|0|1|1|4440|0|00:00
70900035|CELEBRATE|张靓颖|1|1|C|1|0|0|1|1|4444|0|00:00
70900117|飞|ME2|1|1|F|1|5|0|1|0|4242|0|00:00
70900198|IF|陈晓东|1|1|I|1|0|0|1|1|4443|0|00:00
70900226|风|蝌蚪合唱团|1|4|F|1|3|0|1|1|3838|0|00:00
70900323|家|黄亚|1|1|J|1|4|0|1|1|5448|0|00:00
70900432|2012|卫兰|2|1|E|1|0|0|1|1|3742|0|00:00
70900583|HOME|李立崴|1|1|H|1|0|0|1|1|4439|0|00:00
70900898|AIRPLANES|BOB|4|1|A|1|0|0|1|1|4238|0|00:00
70900912|Celebration|KYLIE MINOGUE|4|1|C|1|0|0|1|1|4343|0|00:00
70900928|Kids|MGMT|4|1|K|1|0|0|1|1|3438|0|00:00
70900936|HUMAN|THE KILLERS|4|1|H|1|0|0|1|1|4239|0|00:00
70900944|Decode|PARAMORE|4|1|D|1|0|0|1|1|3737|0|00:00
70900959|Kids|ROBBIE WILLIAMS|4|4|K|1|0|0|1|1|3744|0|00:00
70901022|Boyfriend|HOTCHA|1|1|B|1|0|0|1|1|4037|0|00:00
70901062|COMING|刘晨芝|4|1|C|1|0|0|1|1|4348|0|00:00
70901064|BaBaYa|江若琳|2|1|B|1|0|0|1|1|4042|0|00:00
70901085|HELLO|林峰|2|1|H|1|0|0|1|1|4846|0|00:00
70901097|Candyman|CHRISTINA AGUILERA|4|1|C|1|0|0|1|1|3440|0|00:00
70901257|Bulletproof|La Roux|4|1|B|1|0|0|1|1|3438|0|00:00
70901260|Impossible|SHONTELLE|1|1|I|1|0|0|1|1|3844|0|00:00
70901263|Billionaire|Bruno Mars|4|1|B|1|0|0|1|1|3546|0|00:00
70901264|Kickstarts|Example|4|1|K|1|0|0|1|1|3339|0|00:00
70901378|GAME|BOA|6|1|G|1|0|0|1|1|4739|0|00:00
70901387|HOME|Goo Goo Dolls|4|1|H|1|0|0|1|1|3935|0|00:00
70901426|KISS|SANDARA PARK|6|1|K|1|0|0|1|1|3835|0|00:00
70901472|EASY|春晓|1|1|E|1|0|0|1|1|4344|0|00:00
70901480|DARLING|果味VC|1|1|D|1|0|0|1|1|3838|0|00:00
70901494|花|田原|1|1|H|1|1|0|1|1|4744|0|00:00
70901521|DEBORAH(演)|谭锡禧|4|1|D|1|0|0|1|1|4345|0|00:00
70901522|DELILAH(演)|谭锡禧|4|1|D|1|0|0|1|1|4043|0|00:00
70901861|Hoot|少女时代|6|1|H|1|0|0|1|1|4244|0|00:00
70901887|Angel(演)|李圣杰|1|1|A|1|0|0|1|1|4544|0|00:00
70902085|BREATHE|MISS A|6|1|B|1|0|0|1|1|4339|0|00:00
70902093|HEROES|DAVID BOWIE|4|1|H|1|0|0|1|1|3835|0|00:00
70902104|BEGGIN|MADCON|4|1|B|1|0|0|1|1|3937|0|00:00
70902141|AMBITION|JOE MCELDERRY|4|1|A|1|0|0|1|1|4042|0|00:00
70902180|Dash|LOTTE GIRLS|1|1|D|1|0|0|1|1|4045|0|00:00
70902198|Go|谭咏麟/Mr|2|1|G|1|0|0|1|1|3943|0|00:00
70902285|Heartbeat|ENRIQUE IGLESIAS|4|1|H|1|0|0|1|1|3439|0|00:00
70902459|Commander|KELLY ROWLAND|4|1|C|1|0|0|1|1|3443|0|00:00
70902465|Higher|The Saturdays|4|1|H|1|0|0|1|1|3437|0|00:00
70902666|Dynamite|TAIO CRUZ|4|1|D|1|0|0|1|1|4345|0|00:00
70902756|Fire|2NE1|4|1|F|1|0|0|1|1|3737|0|00:00
70902758|Heartbeat|2PM|6|1|H|1|0|0|1|1|4535|0|00:00
70902761|HUH|4MINUTE|6|1|H|1|0|0|1|1|4237|0|00:00
70902763|Fresh|6treg|4|1|F|1|0|0|1|1|3937|0|00:00
70902788|Bigger|后街男孩|4|1|B|1|0|0|1|1|3938|0|00:00
70902799|Crash|Battle|6|1|C|1|0|0|1|1|4337|0|00:00
70902830|ISing|C ALLSTAR|2|1|I|1|0|0|1|1|4447|0|00:00
70902832|Flashback|Calvin Harpis|4|1|F|1|0|0|1|1|3935|0|00:00
70902835|Fever|CASCADA|4|1|F|1|0|0|1|1|4437|0|00:00
70902845|Epiphany|Chrisette Michele|4|1|E|1|0|0|1|1|4448|0|00:00
70902849|FOREVER|Kanye West|4|1|F|1|0|0|1|1|4438|0|00:00
70902860|Guns_And_Horses|Ellie Goulding|4|1|G|1|0|0|1|0|4342|0|00:00
70902868|Alright|Darius Rucker|4|1|A|1|0|0|1|1|4338|0|00:00
70902881|Holiday|Dizzee Rascal|4|1|H|1|0|0|1|1|4038|0|00:00
70902890|Addicted|ENRIQUE IGLESIAS|4|1|A|1|0|0|1|1|4240|0|00:00
70902892|捱|杜汶泽|1|1|A|1|1|0|1|1|4043|0|00:00
70902896|Freak|ESTELLE|4|1|F|1|0|0|1|1|4842|0|00:00
70902900|Chu|FX|6|1|C|1|0|0|1|1|4537|0|00:00
70902922|GAME|GP BASIC|6|1|G|1|0|0|1|1|4337|0|00:00
70902934|Alone|HOLLYWILLIAMS|4|1|A|1|0|0|1|1|4645|0|00:00
70902938|AMAZING|INNA|4|1|A|1|0|0|1|1|4437|0|00:00
70902951|Energy|Keri Hilson|4|1|E|1|0|0|1|1|4239|0|00:00
70902953|INTUITION|JEWEL|4|1|I|1|0|0|1|1|4037|0|00:00
70902981|22|lily allen|4|1|E|1|0|0|1|1|4539|0|00:00
70903011|Gottabesomebody|Nickelback|4|1|G|1|0|0|1|1|4038|0|00:00
70903026|ANTHEM|PITBULL|4|1|A|1|0|0|1|1|3935|0|00:00
70903043|Angels|ROBBIE WILLIAMS|4|1|A|1|0|0|1|1|4642|0|00:00
70903050|Bonunce|SARAH CONNOR|4|1|B|1|0|0|1|1|4339|0|00:00
70903053|Ego|Saturdays|4|1|E|1|0|0|1|1|4539|0|00:00
70903058|Broken|Amy Lee|4|1|B|1|0|0|1|1|4238|0|00:00
70903066|JULIETTE|SHINEE|6|1|J|1|0|0|1|1|4238|0|00:00
70903084|Change|Taylor Swift|4|1|C|1|0|0|1|1|4038|0|00:00
70903085|Fader|Temper Trap|4|1|F|1|0|0|1|1|3937|0|00:00
70903105|123|YOUNHA|6|1|0|1|0|0|1|1|4237|0|00:00
70903254|Escape|严正花|6|1|E|1|0|0|1|1|4235|0|00:00
70903265|花|张润贞|6|1|H|1|1|0|1|1|4343|0|00:00
70903269|Forgiveness|郑秀文/24Herbs|4|1|F|1|0|0|1|1|4343|0|00:00
70903279|Beautiful|Akon featuring Colby O Donis/Kardinal Offishall|4|1|B|1|0|0|1|1|3537|0|00:00
70903281|FALLIN|ALICIA KEYS|4|1|F|1|0|0|1|1|4443|0|00:00
70903314|Hollywood|THE DIAMONDS|4|1|H|1|0|0|1|1|3837|0|00:00
70903318|Jolene|Mindy Smith|4|1|J|1|0|0|1|1|4442|0|00:00
70903326|GRILLZ|Nelly/PAUL WALL/ALI GIPP|4|1|G|1|0|0|1|1|3840|0|00:00
70903327|ANIMAL|NEON TREES|4|1|A|1|0|0|1|0|3930|0|00:00
70903333|Alive|PEARL JAM|4|1|A|1|0|0|1|1|4237|0|00:00
70903338|A|RAINBOW|6|1|A|1|0|0|1|1|3735|0|00:00
70903359|CHOICES|THE HOOSIERS|4|1|C|1|0|0|1|0|3829|0|00:00
70903663|History|Talib Kweli|4|1|H|1|0|0|1|1|3540|0|00:00
70903666|Blurry|Puddle Of Mudd|4|1|B|1|0|0|1|1|3938|0|00:00
70903766|EVERYTHING|梁心颐|1|1|E|1|0|0|1|1|4242|0|00:00
70903844|JIGGY|F CUZ|6|1|J|1|0|0|1|1|3740|0|00:00
70903956|盗(演)|林俊杰|1|1|D|1|4|0|1|1|4239|0|00:00
70904347|AIRPLANES|BOB|4|1|B|1|0|0|1|1|3437|0|00:00
70904430|归|龙井组合|1|4|G|1|2|0|1|1|3844|0|00:00
70904445|Broadway|The Goo Goo Dolls|4|1|B|1|0|0|1|1|3939|0|00:00
70904780|HELLO(演)|林峰|2|1|H|1|0|0|1|1|4646|0|00:00
70904812|GOODBYE|莫文蔚|1|1|G|1|0|0|1|1|4846|0|00:00
70905182|Firework|KATY PERRY|4|1|F|1|0|0|1|1|4040|0|00:00
70905331|2012|杨东煜|1|1|E|1|0|0|1|1|4242|0|00:00
70905500|EVERYTIME|JANET JACKSON|4|1|E|1|0|0|1|1|3940|0|00:00
70905521|FREEDOM|ROBBIE WILLIAMS|4|1|F|1|0|0|1|1|3840|0|00:00
70905548|Deadline|张敬轩|2|1|D|1|0|0|1|1|4338|0|00:00
70905725|狗(演)|迪克牛仔|1|1|G|1|3|0|1|1|2932|0|00:00
70905986|Crossfire|Brandon Flowers|4|1|C|1|0|0|1|1|4344|0|00:00
70905989|DAMAGED|DANITY KANE|4|1|D|1|0|0|1|1|4337|0|00:00
70905992|KUSH|AKON|4|1|K|1|0|0|1|1|4038|0|00:00
70906003|Dizzy|Goo Goo Dolls|4|1|D|1|0|0|1|1|3839|0|00:00
70906012|Hey|Z|4|1|H|1|0|0|1|1|4042|0|00:00
70906023|Careful|PARAMORE|4|1|C|1|0|0|1|1|3839|0|00:00
70906029|Closure|Scarlett Belle|4|1|C|1|0|0|1|1|4243|0|00:00
70906560|爱|郑秀文|1|1|A|1|3|0|1|1|4347|0|00:00
70906631|火|蓝燕|1|1|H|1|4|0|1|1|3943|0|00:00
70906686|飞|姜闽羲|1|1|F|1|5|0|1|1|4447|0|00:00
70906825|Danger|FX|6|1|D|1|0|0|1|1|3538|0|00:00
70907222|放|轻松玩乐团|1|1|F|1|4|0|1|1|4240|0|00:00
70907250|Judas|LADY GAGA|4|1|J|1|0|0|1|1|3842|0|00:00
70907263|爱|王铮亮|1|1|A|1|3|0|1|1|4342|0|00:00
70907400|FOOLISH|ASHANTI|4|1|F|1|0|0|1|1|3637|0|00:00
70907481|HONESTY|BILLY JOEL|4|1|H|1|0|0|1|0|3039|0|00:00
70907510|Breakaway|KELLY CLARKSON|4|1|B|1|0|0|1|0|3840|0|00:00
70907570|2050|农夫|2|1|E|1|0|0|1|1|3636|0|00:00
70908450|7DAYS|ENERGY|1|1|A|1|0|0|1|1|3637|0|00:00
70908775|AEIOU(演)|草蜢|1|1|A|1|0|0|1|0|2727|0|00:00
70908797|ANDISAY(演)|张惠妹|4|1|A|1|0|0|1|1|3436|0|00:00
70908864|BOOMBASTIC|SHAGGY|4|1|B|1|0|0|1|0|2832|0|00:00
70908872|CALCUTTA|DRBOMBAY|4|1|C|1|0|0|1|0|2424|0|00:00
70908992|GPM|聚点翻转|1|1|G|1|0|0|1|0|2727|0|00:00
70909003|HANDLEBARS|FLOBOTS|4|1|H|1|0|0|1|1|2530|0|00:00
70909109|JANUARY|JADE|4|1|J|1|0|0|1|1|4448|0|00:00
70909118|KAZE|区瑞强|4|1|K|1|0|0|1|0|3432|0|00:00
70910108|衬|林海峰|2|1|C|1|4|0|1|1|2529|0|00:00
70910391|吊|麻吉弟弟|1|1|D|1|2|0|1|1|3029|0|00:00
70910435|斗|高枫|1|1|D|1|4|0|1|1|4238|0|00:00
70910481|鹅|黄美诗|1|400|E|1|3|0|1|1|3637|0|00:00
70910703|隔(演)|刘美君|2|1|G|1|5|0|1|0|3333|0|00:00
70911076|黄|谢霆锋|2|1|H|1|1|0|1|1|3033|0|00:00
70911337|近(演)|泳儿|2|1|J|1|3|0|1|0|3232|0|00:00
70913975|笑傲江湖曲|王菲/刘欢|1|4|XAJHQ|5|33442|0|1|1|3239|2|00:00
70914990|!|MON MON|1|1|G|1|0|0|1|1|2825|0|00:00
70914995|BOBO|陈文媛|2|1|B|1|0|0|1|0|3334|0|00:00
70915084|飞(演)|容祖儿|2|1|F|1|5|0|1|1|4848|0|00:00
70915186|Fireflies|OWL CITY|4|1|F|1|0|0|1|1|4243|0|00:00
70915235|Believe|CHER|4|1|B|1|0|0|1|1|4039|0|00:00
70915248|Louboutins|JENNIFER LOPEZ|4|1|L|1|0|0|1|1|4739|0|00:00
70915265|Hateu|MARIAH CAREY|4|1|H|1|0|0|1|1|4540|0|00:00
70915293|Kiss|DARA|6|1|K|1|0|0|1|1|4344|0|00:00
70915344|Gypsy|SHAKIRA|4|1|G|1|0|0|1|1|4442|0|00:00
70915385|BONAMANA|SUPER JUNIOR|6|1|B|1|0|0|1|1|3837|0|00:00
70915408|HEYMR|ALI|6|1|H|1|0|0|1|1|3940|0|00:00
70915420|Hard|RIHANNA/JEEZY|4|1|H|1|0|0|1|1|4234|0|00:00
70915439|Girls|SE7EN/LIL KIM|4|1|G|1|0|0|1|1|3937|0|00:00
70915449|Bedrock|YOUNG MONEY LIOYD|4|1|B|1|0|0|1|1|4440|0|00:00
70915517|DREAMLOVER|MARIAH CAREY|4|1|D|1|0|0|1|1|4237|0|00:00
70915542|Baby|JUSTIN BIEBER/LUDACRIS|4|1|B|1|0|0|1|1|4337|0|00:00
70915585|ATTACK|30 SECONDS TO MARS|4|1|A|1|0|0|1|1|4237|0|00:00
70915705|DEUCES|Chris Brown/Kevin Mccall|4|1|D|1|0|0|1|1|4337|0|00:00
70915735|BBIRIBBABBA|NARSHA|6|1|B|1|0|0|1|1|3935|0|00:00
70915736|Gravity|SARA BAREILLES|4|1|G|1|0|0|1|1|4739|0|00:00
70915750|2012|JAYS EAN|4|1|E|1|0|0|1|1|4237|0|00:00
70915837|Jetaime|春晓|1|1|J|1|0|0|1|1|4043|0|00:00
70915894|BECRA2Y|B2Y|6|1|B|1|0|0|1|1|3844|0|00:00
70915908|BONFIRE|CRAIG MORGAN|4|1|B|1|0|0|1|1|3539|0|00:00
70915914|AEROSMITH|PINK|4|1|A|1|0|0|1|1|3840|0|00:00
70915933|HANDS|THE TING TINGS|4|1|H|1|0|0|1|1|3940|0|00:00
70915935|GRENADE|Bruno Mars|4|1|G|1|0|0|1|1|4339|0|00:00
70915937|ALWAYS|HEGAK|6|1|A|1|0|0|1|1|4038|0|00:00
70915995|Champion|CHIPMUNK|4|1|C|1|0|0|1|1|3439|0|00:00
70915997|Blow|KESHA|4|1|B|1|0|0|1|1|4044|0|00:00
70916002|BLAHBLAH|MAZIK FLOW|6|1|B|1|0|0|1|1|4337|0|00:00
70916043|EVERYBODY|RUDENKO|4|1|E|1|0|0|1|1|3938|0|00:00
70916696|断(演)|麦洁文|2|1|D|1|4|0|1|0|4340|0|00:00
70916722|80|旅行团|1|1|B|1|0|0|1|1|3739|0|00:00
70916950|快|梁佑嘉|2|1|K|1|4|0|1|1|4440|0|00:00
70917266|十年(演)|刘德华|2|1|SN|2|13|0|1|1|4545|1|00:00
70917322|十七岁(演)|刘德华|2|1|SQS|3|112|0|1|1|4042|2|00:00
70917337|Breathe|G DRAGON|6|1|B|1|0|0|1|1|4237|0|00:00
70917402|宝贝|宛金秋|1|400|BB|2|42|0|1|1|4044|1|00:00
70917678|LP|LINDA廖语晴/PENNY|1|4|L|1|0|0|1|1|4444|0|00:00
70917681|渡|万芳|1|1|D|1|4|0|1|1|5247|0|00:00
70917892|HERO|SORI|6|1|H|1|0|0|1|1|4339|0|00:00
70917893|ARROW|安七炫|6|1|A|1|0|0|1|1|4644|0|00:00
70917923|DARE|GORILLAZ|4|1|D|1|0|0|1|1|3942|0|00:00
70917940|FIRST|LINDSAY LOHAN|4|1|F|1|0|0|1|1|3935|0|00:00
70917985|HELENA|MY CHEMICAL ROMANCE|4|1|H|1|0|0|1|1|3735|0|00:00
70917986|BACKSEAT|NEW BOYZ|4|1|B|1|0|0|1|1|4738|0|00:00
70918021|Control(演)|吴雨霏|2|1|C|1|0|0|1|1|3634|0|00:00
70918164|EVERYONE|Mr|2|1|E|1|0|0|1|0|4444|0|00:00
70918179|HAIRBRAIDER|R KELLY|4|1|H|1|0|0|1|1|4230|0|00:00
70918194|DUMB|THE 411|4|1|D|1|0|0|1|0|3438|0|00:00
70918208|DEC|THE 4 SEASONS|4|1|D|1|0|0|1|1|3835|0|00:00
70918893|ALWAYS|U KISS|6|1|A|1|0|0|1|1|4440|0|00:00
70919054|明天你是否依然爱我(高清)(演)|谭咏麟/梁文音|1|4|MTNSFYRAW|9|213213333|0|1|0|4648|2|00:00
70919083|BAD BOY(高清)(演)|梁文音|1|1|BB|2|0|0|1|0|3840|1|00:00
70919094|练习(演)|刘德华|1|1|LX|2|55|0|1|0|4047|1|00:00
70919208|Jump|MADONNA|4|1|J|1|0|0|1|0|2830|0|00:00
70919217|CHOK|林峰|2|1|C|1|0|0|1|0|3532|0|00:00
70919486|25|季欣霈|1|1|E|1|0|0|1|1|3732|0|00:00
70919582|Accessories(演)|莫文蔚|1|1|A|1|0|0|1|1|2929|0|00:00
70920327|魂|小凌|1|1|H|1|1|0|1|1|3430|0|00:00
70920347|伴|黄妃|3|1|B|1|3|0|1|1|3637|0|00:00
70920548|Circus|Britney Spears|4|1|C|1|0|0|1|1|3242|0|00:00
70920551|Hush|魔幻力量/丁当|1|4|H|1|0|0|1|1|2932|0|00:00
70920606|4Chords|梁心颐|1|1|H|1|0|0|1|1|3730|0|00:00
70920708|花|琪琪格|1|1|H|1|1|0|1|1|2728|0|00:00
70921192|DAMMIT|BLINK 182|4|1|D|1|0|0|1|1|2824|0|00:00
70921222|Drive|Incubus|4|1|D|1|0|0|1|1|3032|0|00:00
70921240|Boiler|Limp Bizkit|4|1|B|1|0|0|1|1|3032|0|00:00
70921259|E.I|Nelly|4|1|E|1|0|0|1|1|3234|0|00:00
70921289|Hypnotize|System Of A Down|4|1|H|1|0|0|1|1|3534|0|00:00
70921298|Break|Three Days Grace|4|1|B|1|0|0|1|1|2733|0|00:00
70921301|Automatic|Tokio Hotel|4|1|A|1|0|0|1|1|2929|0|00:00
70921408|华|大刚|1|1|H|1|3|0|1|1|3844|0|00:00
70921468|Champion|Ace Hood|4|1|C|1|0|0|1|1|2729|0|00:00
70921482|Bounce|CALVIN HARRIS|4|1|B|1|0|0|1|1|2732|0|00:00
70921525|Blanco|PITBULL|4|1|B|1|0|0|1|1|3538|0|00:00
70921600|2013|张继聪|2|1|E|1|0|0|1|1|3337|0|00:00
70921789|困(演)|蔡枫华/凌峰|2|1|K|1|2|0|1|0|3637|0|00:00
70921875|家|金子乔|1|1|J|1|4|0|1|0|3235|0|00:00
70921929|B.Y.O.B|System Of A Down|4|1|B|1|0|0|1|1|2525|0|00:00
70921930|BOK(with Mastermic)(演)|侧田|1|1|B|1|0|0|1|1|3634|0|00:00
70921965|Homecoming|Kanye West|4|1|H|1|0|0|1|1|2838|0|00:00
70922033|CHOK|林峰|2|1|C|1|0|0|1|0|5452|0|00:00
70922191|Fashionista|24Herbs|2|1|F|1|0|0|1|1|3234|0|00:00
70922216|Goodbye|Kristinia DeBarge|4|1|G|1|0|0|1|1|2727|0|00:00
70922408|ERICA|侧田|2|1|E|1|0|0|1|1|3835|0|00:00
70922460|别|康晋荣|1|1|B|1|2|0|1|1|3230|0|00:00
70922472|EVERYDAY|和田裕美|2|1|E|1|0|0|1|1|2929|0|00:00
70922488|FLY|HILARY DUFF|4|1|F|1|0|0|1|1|3033|0|00:00
70922509|GENIE|少女时代|6|1|G|1|0|0|1|1|3946|0|00:00
70922516|GEE|少女时代|6|1|G|1|0|0|1|1|2725|0|00:00
70922561|Jiggy|F CUZ/郭书瑶|1|1|J|1|0|0|1|1|2932|0|00:00
70922579|fighter|Christina Agulira|4|1|F|1|0|0|1|1|3327|0|00:00
70923296|Lights|Ellie Goulding|4|1|L|1|0|0|1|1|3739|0|00:00
70923344|Faithfully|Journey|4|1|F|1|0|0|1|1|5452|0|00:00
70923526|Echo|少女时代|6|1|E|1|0|0|1|1|3845|0|00:00
70923715|Kidz|Take That|4|1|K|1|0|0|1|1|3842|0|00:00
70923717|Irresistible|Wisin|4|1|I|1|0|0|1|1|4942|0|00:00
70923789|春|宿雨涵|1|400|C|1|1|0|1|1|4548|0|00:00
70924443|Boyfriend|Boyfriend|6|1|B|1|0|0|1|1|3439|0|00:00
70924585|Boyfriend|BIG TIME RUSH|4|1|B|1|0|0|1|1|3840|0|00:00
70924596|Alone|Heart|4|1|A|1|0|0|1|1|4442|0|00:00
70924605|Hustlin|Rick Ross|4|1|H|1|0|0|1|1|4245|0|00:00
70924630|Broken|林峰|2|1|B|1|0|0|1|1|4058|0|00:00
70924837|Broken(演)|林峰|2|1|B|1|0|0|1|1|6276|0|00:00
70924838|Chok(演)|林峰|2|1|C|1|0|0|1|1|4866|0|00:00
70924882|High|东城卫|1|1|H|1|0|0|1|1|4539|0|00:00
70924947|Bravo|花世纪|1|1|B|1|0|0|1|1|4840|0|00:00
70925199|GHOST|MICHAEL JACKSON|4|1|G|1|0|0|1|1|4647|0|00:00
70925234|结|伍佰/CHINA BLUE|1|1|J|1|5|0|1|1|4642|0|00:00
70925374|IGNITION|R KELLY|4|1|I|1|0|0|1|1|4243|0|00:00
70925376|DANGEROUS|James Blunt|4|1|D|1|0|0|1|1|4043|0|00:00
70925468|BITTERSWEET|FANTASIA|4|1|B|1|0|0|1|1|4244|0|00:00
70925483|套马杆|乌兰图雅|1|1|TMG|3|151|0|1|1|4042|1|00:00
70925526|家|句号|1|1|J|1|4|0|1|1|4445|0|00:00
70925777|COLLIDE|LEONA LEWIS  AVICII|4|1|C|1|0|0|1|1|3747|0|00:00
70925781|CHEERS|RIHANNA|4|1|C|1|0|0|1|1|3535|0|00:00
70925863|LOLLIPARTY|棒棒堂F|1|1|L|1|0|0|1|1|3538|0|00:00
70925921|FLY|RIHANNA|4|1|F|1|0|0|1|1|3739|0|00:00
70925934|黑|周柏豪|2|1|H|1|2|0|1|1|4744|0|00:00
70926189|ENDLESSLY|林育羣|4|1|E|1|0|0|1|1|4946|0|00:00
70926317|飞|徐健淇|1|1|F|1|5|0|1|1|3940|0|00:00
70926550|DONCAMATIC|GORILLAZ/DALEY|4|1|D|1|0|0|1|1|3839|0|00:00
70926805|祭|张萌萌|1|1|J|1|3|0|1|1|4440|0|00:00
70926972|饭|袁野|1|1|F|1|3|0|1|1|4854|0|00:00
70927140|DISCO|阿筎那|1|1|DISCO|1|0|0|1|1|2928|0|00:00
70927348|Halo|吉克隽逸|1|1|h|1|0|0|1|0|50|0|00:00
89117100|IFeelGood|吉克隽逸|4|1|IFG|1|0|1|1|0|60|0|02:25
89117394|ButterflyKisses|梁咏琪|1|1|BK|1|0|0|1|1|3727|0|04:09
89117451|烦|潘辰|1|4|F|1|4|0|1|1|4330|0|02:19
89117558|Free|萧亚轩|1|8|F|1|0|0|1|1|4732|0|03:22
89117581|Dr.Jolin|蔡依林|1|1|DJ|1|0|0|1|1|4835|0|03:42
89117834|HALO|Winson.L|4|1|H|1||0|1|1|4328|0|03:43
89117876|HALO|吉克隽逸|1|1|H|1||0|1|1|3727|0|02:29
89117886|BadRomance|吴莫愁/陶虹旭|1|1|BR|1||0|1|1|4029|0|02:48
89117954|Blackorwhite|张玮|1|1|BOW|1||0|1|1|4030|0|01:49
89117979|Jaroflove|曲婉婷|4|1|JOL|1||0|1|1|4636|0|03:58
89118004|criesinadistance|林俊杰|4|1|CIAD|1||0|1|1|4029|0|00:00
89118026|ILoveyou|Joanna/王若琳|1|1|ILY|1||0|1|1|4232|0|00:00
89118059|Cometogether|禇乔|4|1|CT|1||0|1|1|4332|0|00:00
89118184|BlownAway|JeansFan|4|1|BA|1||0|1|1|5230|0|00:00
89118185|Bon'tjudgeeme|chrisbrown|4|1|BJM|1||0|1|1|4339|0|00:00
89118187|BADDAY|DANIEL|4|1|BD|1||0|1|1|4030|0|00:00
89118192|Castleofglass|linkinpark|4|1|COG|1||0|1|1|4533|0|00:00
89118193|EverybodyTalks|neon|4|1|ET|1||0|1|1|4529|0|00:00
89118204|Canihavethisdance|tron&gabriella|4|1|CIHTD|1||0|1|1|4534|0|00:00
89118206|CLOSE|WESTLIFE|4|1|C|1||0|1|0|4739|0|00:00
89118207|faster|TemperTrap|4|1|F|1||0|1|0|4238|0|00:00
89118254|Don'tbreakmyheart|关喆/张伟琪|1|4|DBMH|1||0|1|0|6656|0|00:00
89118325|FeelME|汪东城|1|1|FM|1||0|1|1|5236|0|00:00
89118334|Icanneverstop|佚名|1|1|ICNS|1||0|1|1|4635|0|00:00
89118355|IfI,Mtheoneforyou|张歆涵|1|1|IITOFY|1||0|1|1|4330|0|00:00
89118474|HALO|BEYONCE|1|1|H|1||1||0|60|0|
89118689|BB88|方大同|1|1|BBB|1||1||0|60|0|
